"","var1","var25","es25","ticker","period","date"
"82",-0.0176038742522001,-0.0148313843805109,-0.0176905555832516,"SPX","p1",2004-02-02
"83",-0.0171262239363734,-0.0144289607246721,-0.0172105533212249,"SPX","p1",2004-02-03
"84",-0.0165418658447134,-0.0139366350383426,-0.0166233178551602,"SPX","p1",2004-02-04
"85",-0.0168655292997569,-0.0142093237114667,-0.0169485750263764,"SPX","p1",2004-02-05
"86",-0.0163087304636329,-0.0137402168862947,-0.0163890345173938,"SPX","p1",2004-02-06
"87",-0.0176955447614099,-0.014908617411091,-0.0177826774772898,"SPX","p1",2004-02-09
"88",-0.0171555003179986,-0.0144536262762963,-0.0172399738595109,"SPX","p1",2004-02-10
"89",-0.0168431294749755,-0.0141904517059849,-0.0169260649050433,"SPX","p1",2004-02-11
"90",-0.0176412466148561,-0.0148628708514899,-0.0177281119671119,"SPX","p1",2004-02-12
"91",-0.0173349978382821,-0.0146048541640063,-0.0174203552240979,"SPX","p1",2004-02-13
"92",-0.0170952412674546,-0.0144028576143404,-0.0171794180939009,"SPX","p1",2004-02-17
"93",-0.0176145610320163,-0.0148403880655506,-0.0177012949846831,"SPX","p1",2004-02-18
"94",-0.0172646555307989,-0.0145455902891599,-0.0173496665516751,"SPX","p1",2004-02-19
"95",-0.0168813372637355,-0.0142226420291666,-0.0169644608286387,"SPX","p1",2004-02-20
"96",-0.0163691518767417,-0.0137911223398211,-0.0164497534450405,"SPX","p1",2004-02-23
"97",-0.0158810170214737,-0.0133798653878407,-0.015959215017787,"SPX","p1",2004-02-24
"98",-0.0153370433775994,-0.0129215638747998,-0.0154125628521946,"SPX","p1",2004-02-25
"99",-0.0150397937761748,-0.0126711290538892,-0.0151138495961939,"SPX","p1",2004-02-26
"100",-0.0145434915853188,-0.012252991065852,-0.0146151036174597,"SPX","p1",2004-02-27
"101",-0.0139672777142353,-0.0117675269410243,-0.0140360524740462,"SPX","p1",2004-03-01
"102",-0.0148795438020066,-0.0125361173553389,-0.0149528105524798,"SPX","p1",2004-03-02
"103",-0.0148153925050778,-0.0124820694492003,-0.0148883433750961,"SPX","p1",2004-03-03
"104",-0.0142827240991475,-0.0120332926763987,-0.0143530521143457,"SPX","p1",2004-03-04
"105",-0.0138815024111288,-0.0116952606618802,-0.0139498548140575,"SPX","p1",2004-03-05
"106",-0.0134017850126177,-0.0112910954747511,-0.0134677752910484,"SPX","p1",2004-03-08
"107",-0.0139688859083069,-0.0117688818555216,-0.0140376685868521,"SPX","p1",2004-03-09
"108",-0.0139151864525633,-0.0117236396970202,-0.0139837047154331,"SPX","p1",2004-03-10
"109",-0.0164183804302478,-0.0138325977326287,-0.0164992243995363,"SPX","p1",2004-03-11
"110",-0.018561729640016,-0.0156383840917175,-0.0186531274430658,"SPX","p1",2004-03-12
"111",-0.0195465354159595,-0.0164680896891282,-0.0196427823944955,"SPX","p1",2004-03-15
"112",-0.0210719228189978,-0.0177532390022587,-0.0211756807924756,"SPX","p1",2004-03-16
"113",-0.0205437744364516,-0.0173082703800527,-0.020644931811667,"SPX","p1",2004-03-17
"114",-0.0211306496384331,-0.0178027167490326,-0.0212346967822835,"SPX","p1",2004-03-18
"115",-0.0203920697578948,-0.0171804581514624,-0.0204924801405291,"SPX","p1",2004-03-19
"116",-0.020885446572913,-0.0175961314903613,-0.0209882863388992,"SPX","p1",2004-03-22
"117",-0.0217539725350412,-0.0183278705498564,-0.0218610889156731,"SPX","p1",2004-03-23
"118",-0.0209557713214381,-0.0176553805716655,-0.0210589573659036,"SPX","p1",2004-03-24
"119",-0.0202739937215989,-0.0170809782838297,-0.0203738226988082,"SPX","p1",2004-03-25
"120",-0.0220016318900508,-0.0185365252492115,-0.0221099677432962,"SPX","p1",2004-03-26
"121",-0.0212376172508395,-0.017892837693612,-0.0213421911023277,"SPX","p1",2004-03-29
"122",-0.0219873543114266,-0.0185244962916329,-0.022095619861993,"SPX","p1",2004-03-30
"123",-0.0213783081393248,-0.0180113707287874,-0.0214835747515829,"SPX","p1",2004-03-31
"124",-0.020669541973057,-0.0174142303892679,-0.0207713186265813,"SPX","p1",2004-04-01
"125",-0.0202520931381183,-0.0170625268925561,-0.0203518142770359,"SPX","p1",2004-04-02
"126",-0.0202508591996878,-0.0170614872909945,-0.0203505742627028,"SPX","p1",2004-04-05
"127",-0.0201838214361344,-0.0170050075169955,-0.0202832064057568,"SPX","p1",2004-04-06
"128",-0.0195834567903457,-0.0164991961994073,-0.0196798855694235,"SPX","p1",2004-04-07
"129",-0.0193769560242573,-0.0163252178925386,-0.0194723679952727,"SPX","p1",2004-04-08
"130",-0.0188261302705199,-0.0158611434301035,-0.0189188299800849,"SPX","p1",2004-04-12
"131",-0.0184967911406789,-0.0155836729621693,-0.0185878691870957,"SPX","p1",2004-04-13
"132",-0.0196917420519332,-0.016590427272428,-0.0197887040267424,"SPX","p1",2004-04-14
"133",-0.01908944005059,-0.0160829837195432,-0.0191834362953318,"SPX","p1",2004-04-15
"134",-0.0185291673371308,-0.0156109501289723,-0.0186204048036708,"SPX","p1",2004-04-16
"135",-0.0182116458860258,-0.0153434361361472,-0.0183013198795697,"SPX","p1",2004-04-19
"136",-0.0176672061542838,-0.014884741940892,-0.0177541993310968,"SPX","p1",2004-04-20
"137",-0.0194404733123173,-0.0163787316418718,-0.0195361980419332,"SPX","p1",2004-04-21
"138",-0.0191058241532461,-0.0160967874380168,-0.0191999010731737,"SPX","p1",2004-04-22
"139",-0.0202546541486265,-0.0170646845614139,-0.0203543878979387,"SPX","p1",2004-04-23
"140",-0.0196190508721873,-0.0165291844566455,-0.0197156549162292,"SPX","p1",2004-04-26
"141",-0.0191958739836734,-0.0161726550356453,-0.0192903943082204,"SPX","p1",2004-04-27
"142",-0.0186936625945396,-0.0157495385076695,-0.018785710034365,"SPX","p1",2004-04-28
"143",-0.01986735483403,-0.0167383822416634,-0.019965181524724,"SPX","p1",2004-04-29
"144",-0.0197591830027748,-0.016647246734473,-0.0198564770562675,"SPX","p1",2004-04-30
"145",-0.0194801279307565,-0.0164121409289474,-0.0195760479193852,"SPX","p1",2004-05-03
"146",-0.0197562401409453,-0.0166447673532671,-0.0198535197038106,"SPX","p1",2004-05-04
"147",-0.0191690401995,-0.0161500473890694,-0.0192634283947159,"SPX","p1",2004-05-05
"148",-0.0186128788610525,-0.0156814776600472,-0.0187045285224431,"SPX","p1",2004-05-06
"149",-0.0184932561737391,-0.0155806947283609,-0.0185843168140079,"SPX","p1",2004-05-07
"150",-0.0197762765285035,-0.0166616481467342,-0.0198736547503753,"SPX","p1",2004-05-10
"151",-0.0201653984251037,-0.0169894860042802,-0.0202646926799723,"SPX","p1",2004-05-11
"152",-0.0200267655202159,-0.016872686834352,-0.0201253771478087,"SPX","p1",2004-05-12
"153",-0.0194049127367931,-0.016348771613935,-0.0195004623664295,"SPX","p1",2004-05-13
"154",-0.0188168681102705,-0.0158533399967863,-0.0189095222130352,"SPX","p1",2004-05-14
"155",-0.0182409515505383,-0.0153681263588041,-0.0183307698449316,"SPX","p1",2004-05-17
"156",-0.018763446830299,-0.0158083322032742,-0.0188558378871235,"SPX","p1",2004-05-18
"157",-0.0186215442432137,-0.0156887783037462,-0.0187132365728743,"SPX","p1",2004-05-19
"158",-0.0181205145731438,-0.0152666573821588,-0.0182097398368577,"SPX","p1",2004-05-20
"159",-0.0175733719021443,-0.0148056859421044,-0.0176599030398767,"SPX","p1",2004-05-21
"160",-0.0171922498552672,-0.0144845880126293,-0.0172769043511966,"SPX","p1",2004-05-24
"161",-0.0167078482366605,-0.0140764763380529,-0.0167901175430309,"SPX","p1",2004-05-25
"162",-0.0186945431098864,-0.0157502803478675,-0.0187865948853621,"SPX","p1",2004-05-26
"163",-0.0182161277785223,-0.0153472121612095,-0.0183058238408678,"SPX","p1",2004-05-27
"164",-0.0179755596938187,-0.0151445319055563,-0.0180640712009071,"SPX","p1",2004-05-28
"165",-0.0174432117174887,-0.0146960250968831,-0.0175291019475497,"SPX","p1",2004-06-01
"166",-0.0169366284111271,-0.0142692251987607,-0.0170200242291822,"SPX","p1",2004-06-02
"167",-0.0165520126437196,-0.0139451837858591,-0.0166335146169208,"SPX","p1",2004-06-03
"168",-0.0166436443064709,-0.0140223840880323,-0.0167255974732207,"SPX","p1",2004-06-04
"169",-0.016440887297507,-0.0138515599221297,-0.0165218420904235,"SPX","p1",2004-06-07
"170",-0.0184091713829285,-0.0155098527173808,-0.0184998179903836,"SPX","p1",2004-06-08
"171",-0.0178855500873662,-0.0150686981969016,-0.0179736183878977,"SPX","p1",2004-06-09
"172",-0.0182026047374026,-0.0153358189066357,-0.0182922342124056,"SPX","p1",2004-06-10
"173",-0.017928306055963,-0.0151047203926827,-0.0180165848865298,"SPX","p1",2004-06-14
"174",-0.0183029395633369,-0.015420351683277,-0.018393063086192,"SPX","p1",2004-06-15
"175",-0.0181098785133355,-0.0152576964290725,-0.0181990514051789,"SPX","p1",2004-06-16
"176",-0.0175929910254808,-0.0148222151876128,-0.0176796187676141,"SPX","p1",2004-06-17
"177",-0.0171074929644557,-0.0144131797528046,-0.0171917301181565,"SPX","p1",2004-06-18
"178",-0.0166655897669793,-0.0140408732885085,-0.0167476509929949,"SPX","p1",2004-06-21
"179",-0.0163658623726007,-0.0137883509100984,-0.0164464477434082,"SPX","p1",2004-06-22
"180",-0.0155376887548094,-0.0130906089765167,-0.0156141962055806,"SPX","p1",2004-06-23
"181",-0.0163338986924037,-0.0137614212910598,-0.0164143266743147,"SPX","p1",2004-06-24
"182",-0.0159516941725835,-0.0134394113707314,-0.0160302401826037,"SPX","p1",2004-06-25
"183",-0.0152938182555528,-0.0128851464140305,-0.015369124890005,"SPX","p1",2004-06-28
"184",-0.0153821145704816,-0.012959536662866,-0.0154578559752573,"SPX","p1",2004-06-29
"185",-0.0149860406296871,-0.0126258416605689,-0.015059831769658,"SPX","p1",2004-06-30
"186",-0.0147074640706559,-0.0123911390055056,-0.0147798835019569,"SPX","p1",2004-07-01
"187",-0.0149936802154398,-0.0126322780637823,-0.0150675089726677,"SPX","p1",2004-07-02
"188",-0.0152562884149701,-0.0128535272668219,-0.015331410252798,"SPX","p1",2004-07-06
"189",-0.0155976570109498,-0.0131411326421999,-0.0156744597449176,"SPX","p1",2004-07-07
"190",-0.0145331033808593,-0.0122442389325912,-0.0146046642615674,"SPX","p1",2004-07-08
"191",-0.0155204500535869,-0.0130760852529096,-0.015596872621136,"SPX","p1",2004-07-09
"192",-0.0151818170787099,-0.0127907846570087,-0.0152565722202946,"SPX","p1",2004-07-12
"193",-0.014750304889601,-0.0124272326882851,-0.0148229352687396,"SPX","p1",2004-07-13
"194",-0.0143009515186624,-0.012048649401925,-0.0143713692855233,"SPX","p1",2004-07-14
"195",-0.0140356067480388,-0.0118250946190348,-0.0141047179594464,"SPX","p1",2004-07-15
"196",-0.0138536037875066,-0.0116717558807905,-0.0139218188178436,"SPX","p1",2004-07-16
"197",-0.0137871542881545,-0.0116157717234019,-0.0138550421217069,"SPX","p1",2004-07-19
"198",-0.0135521899213572,-0.0114178126383864,-0.0136189207923131,"SPX","p1",2004-07-20
"199",-0.0137575872111347,-0.0115908612589208,-0.0138253294566446,"SPX","p1",2004-07-21
"200",-0.0152674366991836,-0.0128629197724706,-0.0153426134310706,"SPX","p1",2004-07-22
"201",-0.0149645541832602,-0.0126077391825937,-0.0150382395241468,"SPX","p1",2004-07-23
"202",-0.0155389020157367,-0.0130916311571406,-0.0156154154405946,"SPX","p1",2004-07-26
"203",-0.0151710716958272,-0.0127817315984851,-0.0152457739272357,"SPX","p1",2004-07-27
"204",-0.0157541991990502,-0.0132730205056452,-0.015831772745456,"SPX","p1",2004-07-28
"205",-0.015295487945406,-0.0128865531391441,-0.0153708028013971,"SPX","p1",2004-07-29
"206",-0.0150856101624412,-0.0127097296724751,-0.0151598915819669,"SPX","p1",2004-07-30
"207",-0.0147337678499242,-0.0124133001193262,-0.0148063168008164,"SPX","p1",2004-08-02
"208",-0.0145244006341652,-0.0122369068090178,-0.0145959186626206,"SPX","p1",2004-08-03
"209",-0.0145836314724209,-0.0122868091950929,-0.0146554411530335,"SPX","p1",2004-08-04
"210",-0.0142274786174733,-0.0119867479804836,-0.0142975346043772,"SPX","p1",2004-08-05
"211",-0.016447609232263,-0.0138572231981063,-0.0165285971239307,"SPX","p1",2004-08-06
"212",-0.0181864871957834,-0.0153222397676576,-0.0182760373081449,"SPX","p1",2004-08-09
"213",-0.0175599657941297,-0.0147943912044709,-0.0176464309202973,"SPX","p1",2004-08-10
"214",-0.0187759272843791,-0.015818847071141,-0.0188683797948561,"SPX","p1",2004-08-11
"215",-0.0183108045228772,-0.015426977965447,-0.0184009667727279,"SPX","p1",2004-08-12
"216",-0.0189783254827429,-0.0159893689366605,-0.0190717746002727,"SPX","p1",2004-08-13
"217",-0.018502055808599,-0.0155881084808761,-0.0185931597781969,"SPX","p1",2004-08-16
"218",-0.0195208071980797,-0.0164464134897113,-0.0196169274910839,"SPX","p1",2004-08-17
"219",-0.0189815855016126,-0.0159921155248406,-0.0190750506714484,"SPX","p1",2004-08-18
"220",-0.0196853542426999,-0.016585045499488,-0.0197822847639893,"SPX","p1",2004-08-19
"221",-0.0191757462967197,-0.0161556973218134,-0.0192701675127028,"SPX","p1",2004-08-20
"222",-0.0189904158922101,-0.0159995551892749,-0.019083924542816,"SPX","p1",2004-08-23
"223",-0.0185020302649083,-0.0155880869601421,-0.0185931341087294,"SPX","p1",2004-08-24
"224",-0.017965455213675,-0.0151360188119707,-0.0180539169663868,"SPX","p1",2004-08-25
"225",-0.0180343579379515,-0.0151940698281259,-0.0181231589671071,"SPX","p1",2004-08-26
"226",-0.0175999148888785,-0.0148280485898501,-0.0176865767240578,"SPX","p1",2004-08-27
"227",-0.0173768056041958,-0.014640077492546,-0.0174623688511047,"SPX","p1",2004-08-30
"228",-0.0174642577859293,-0.0147137565533949,-0.017550251646657,"SPX","p1",2004-08-31
"229",-0.0171874342525756,-0.0144805308344469,-0.0172720650365173,"SPX","p1",2004-09-01
"230",-0.0167497859934338,-0.0141118091847803,-0.0168322618009714,"SPX","p1",2004-09-02
"231",-0.0174471739979684,-0.0146993633452696,-0.0175330837382657,"SPX","p1",2004-09-03
"232",-0.0171203729857782,-0.0144240312588042,-0.0172046735605975,"SPX","p1",2004-09-07
"233",-0.0171047901146745,-0.0144109025833899,-0.0171890139595654,"SPX","p1",2004-09-08
"234",-0.0168498180159302,-0.0141960868474556,-0.0169327863803182,"SPX","p1",2004-09-09
"235",-0.0164153872495425,-0.013830075957426,-0.016496216480434,"SPX","p1",2004-09-10
"236",-0.0161993862606375,-0.0136480936479,-0.0162791519044482,"SPX","p1",2004-09-13
"237",-0.0158126331911689,-0.0133222515434034,-0.0158904944660681,"SPX","p1",2004-09-14
"238",-0.015420513965934,-0.0129918884159958,-0.015496444449015,"SPX","p1",2004-09-15
"239",-0.0155341912104199,-0.0130876622714627,-0.0156106814393115,"SPX","p1",2004-09-16
"240",-0.0151714308202416,-0.0127820341632588,-0.0152461348199757,"SPX","p1",2004-09-17
"241",-0.0149725001137255,-0.0126144336833214,-0.0150462245803079,"SPX","p1",2004-09-20
"242",-0.0149463792715655,-0.0125924266952648,-0.0150199751193374,"SPX","p1",2004-09-21
"243",-0.0149912675636662,-0.0126302453881725,-0.0150650844410167,"SPX","p1",2004-09-22
"244",-0.0166086908365437,-0.0139929355507105,-0.016690471892697,"SPX","p1",2004-09-23
"245",-0.0163080020966811,-0.0137396032321594,-0.0163883025639691,"SPX","p1",2004-09-24
"246",-0.0159408897366768,-0.0134303085596313,-0.016019382545744,"SPX","p1",2004-09-27
"247",-0.0158925971644869,-0.0133896217374801,-0.0159708521813286,"SPX","p1",2004-09-28
"248",-0.0158182274168716,-0.0133269647167946,-0.0158961162376918,"SPX","p1",2004-09-29
"249",-0.0155968320940953,-0.0131404376441116,-0.0156736307661794,"SPX","p1",2004-09-30
"250",-0.0151837146361271,-0.0127923833621026,-0.0152584791212689,"SPX","p1",2004-10-01
"251",-0.0243834495298994,-0.0205432228905822,-0.0245035134334811,"NDQ","p1",2004-01-26
"252",-0.0246725303914758,-0.0207867754923371,-0.0247940177268262,"NDQ","p1",2004-01-27
"253",-0.0254940636150216,-0.0214789228483797,-0.0256195961731621,"NDQ","p1",2004-01-28
"254",-0.0265576265173467,-0.0223749818630743,-0.0266883960504115,"NDQ","p1",2004-01-29
"255",-0.0260467741209092,-0.0219445852273836,-0.026175028221004,"NDQ","p1",2004-01-30
"256",-0.0254606906801509,-0.0214508059226461,-0.0255860589102364,"NDQ","p1",2004-02-02
"257",-0.0248993869117328,-0.020977903661225,-0.0250219912867105,"NDQ","p1",2004-02-03
"258",-0.0244560734847479,-0.020604409068929,-0.0245764949880819,"NDQ","p1",2004-02-04
"259",-0.0268568538111139,-0.0226270829033012,-0.0269890967368956,"NDQ","p1",2004-02-05
"260",-0.0262916621295834,-0.0221509050485088,-0.0264211220562052,"NDQ","p1",2004-02-06
"261",-0.0276147701018592,-0.0232656325586357,-0.0277507450011807,"NDQ","p1",2004-02-09
"262",-0.0271151443037878,-0.0228446944088025,-0.0272486590498167,"NDQ","p1",2004-02-10
"263",-0.0267940723125914,-0.0225741890616825,-0.0269260061027943,"NDQ","p1",2004-02-11
"264",-0.0265251329073024,-0.0223476057745172,-0.0266557424421005,"NDQ","p1",2004-02-12
"265",-0.0262140625951822,-0.0220855269103806,-0.0263431404223392,"NDQ","p1",2004-02-13
"266",-0.0261974987147357,-0.0220715717278898,-0.0263264949814825,"NDQ","p1",2004-02-17
"267",-0.0263253369729534,-0.0221792763342167,-0.0264549627142251,"NDQ","p1",2004-02-18
"268",-0.0258539645732713,-0.0217821418656394,-0.0259812692807501,"NDQ","p1",2004-02-19
"269",-0.0262126109032204,-0.0220843038499804,-0.0263416815822582,"NDQ","p1",2004-02-20
"270",-0.0265869432686495,-0.0223996814264279,-0.0267178571571551,"NDQ","p1",2004-02-23
"271",-0.0261147179637093,-0.022001828379341,-0.0262433066187235,"NDQ","p1",2004-02-24
"272",-0.0258066477909348,-0.0217422771531092,-0.0259337195109692,"NDQ","p1",2004-02-25
"273",-0.0257257929297125,-0.0216741563798839,-0.0258524665210798,"NDQ","p1",2004-02-26
"274",-0.0252080414827696,-0.0212379472469872,-0.0253321656702993,"NDQ","p1",2004-02-27
"275",-0.0246431426321766,-0.0207620161042612,-0.0247644852624435,"NDQ","p1",2004-03-01
"276",-0.0249432869416253,-0.0210148897364675,-0.0250661074799867,"NDQ","p1",2004-03-02
"277",-0.0248266556231687,-0.0209166270534891,-0.0249489018698837,"NDQ","p1",2004-03-03
"278",-0.0242636101881884,-0.020442257426085,-0.0243830840038438,"NDQ","p1",2004-03-04
"279",-0.0242726145879274,-0.0204498436944104,-0.0243921327411725,"NDQ","p1",2004-03-05
"280",-0.0237771981065521,-0.0200324519226645,-0.0238942768331451,"NDQ","p1",2004-03-08
"281",-0.024992973503169,-0.0210567510041773,-0.025116038697748,"NDQ","p1",2004-03-09
"282",-0.0246215889825467,-0.0207438570071281,-0.0247428254828213,"NDQ","p1",2004-03-10
"283",-0.0251689324605479,-0.0212049976284539,-0.025292864075576,"NDQ","p1",2004-03-11
"284",-0.0260434243339212,-0.0219417630089504,-0.0261716619396927,"NDQ","p1",2004-03-12
"285",-0.0270962641384918,-0.0228287877404941,-0.0272296859187431,"NDQ","p1",2004-03-15
"286",-0.0280829530566858,-0.0236600798981222,-0.0282212332850001,"NDQ","p1",2004-03-16
"287",-0.0274837623069466,-0.0231552575959794,-0.0276190921249707,"NDQ","p1",2004-03-17
"288",-0.0281192100688478,-0.0236906266786866,-0.0282576688263898,"NDQ","p1",2004-03-18
"289",-0.0277131688229998,-0.023348534153755,-0.0278496282368095,"NDQ","p1",2004-03-19
"290",-0.0276223881616527,-0.0232720508260814,-0.0277584005722376,"NDQ","p1",2004-03-22
"291",-0.0279893791724354,-0.0235812432610609,-0.0281271986437185,"NDQ","p1",2004-03-23
